id,AL,AZ,CA,CO,CT,FL,GA,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MO,NJ,NM,NY,NC,OH,OK,OR,PA,SC,TN,TX,VA,WA,WV,WI,cli,ili,wnohh_cmnty_cli,wbelief_masking_effective,wbelief_distancing_effective,wcovid_vaccinated_friends,wlarge_event_indoors,wothers_masked_public,wothers_distanced_public,wshop_indoors,wrestaurant_indoors,wworried_catch_covid,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask_7d,public_transit,worried_finances,tested_positive,cli,ili,wnohh_cmnty_cli,wbelief_masking_effective,wbelief_distancing_effective,wcovid_vaccinated_friends,wlarge_event_indoors,wothers_masked_public,wothers_distanced_public,wshop_indoors,wrestaurant_indoors,wworried_catch_covid,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask_7d,public_transit,worried_finances,tested_positive,cli,ili,wnohh_cmnty_cli,wbelief_masking_effective,wbelief_distancing_effective,wcovid_vaccinated_friends,wlarge_event_indoors,wothers_masked_public,wothers_distanced_public,wshop_indoors,wrestaurant_indoors,wworried_catch_covid,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask_7d,public_transit,worried_finances,tested_positive
1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3006615,1.3613677,12.58696,59.3700974,61.9493849,56.7592214,31.68686,3.829974,11.4185483,70.8640576,45.5066957,30.7571374,17.2890829,12.3725681,32.5820843,4.6504829,38.227668,5.5555258,1.2288904,1.2887464,11.7722584,58.669593,61.721901,56.2176647,32.1933733,4.251628,10.9328388,70.9718246,45.9582093,31.339233,16.5658911,11.6381939,31.5888712,4.4456743,38.2091953,5.1723854,1.0699683,1.0882046,11.1147049,57.4087156,60.7250421,55.8574895,32.6149453,4.4058975,11.4767732,71.2882156,45.5710714,31.5814153,15.8046977,11.1173729,31.1960845,4.4834128,38.7940139,5.0943096
1671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2288904,1.2887464,11.7722584,58.669593,61.721901,56.2176647,32.1933733,4.251628,10.9328388,70.9718246,45.9582093,31.339233,16.5658911,11.6381939,31.5888712,4.4456743,38.2091953,5.1723854,1.0699683,1.0882046,11.1147049,57.4087156,60.7250421,55.8574895,32.6149453,4.4058975,11.4767732,71.2882156,45.5710714,31.5814153,15.8046977,11.1173729,31.1960845,4.4834128,38.7940139,5.0943096,0.9807254,0.9863999,10.3286284,56.6600115,61.8242457,57.3017616,33.4532709,4.2534904,12.5234175,70.7195264,45.3403626,30.6359195,15.3336679,10.4999144,30.8108114,4.2670093,38.9230001,4.4061021
1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0699683,1.0882046,11.1147049,57.4087156,60.7250421,55.8574895,32.6149453,4.4058975,11.4767732,71.2882156,45.5710714,31.5814153,15.8046977,11.1173729,31.1960845,4.4834128,38.7940139,5.0943096,0.9807254,0.9863999,10.3286284,56.6600115,61.8242457,57.3017616,33.4532709,4.2534904,12.5234175,70.7195264,45.3403626,30.6359195,15.3336679,10.4999144,30.8108114,4.2670093,38.9230001,4.4061021,0.9613894,1.005681,9.5478162,57.9449625,63.3687089,56.5030268,32.9857153,3.9318369,13.2122629,71.212739,45.3136146,31.6743923,14.7150446,9.7366425,30.657747,4.5941389,37.9461132,4.1832371
1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807254,0.9863999,10.3286284,56.6600115,61.8242457,57.3017616,33.4532709,4.2534904,12.5234175,70.7195264,45.3403626,30.6359195,15.3336679,10.4999144,30.8108114,4.2670093,38.9230001,4.4061021,0.9613894,1.005681,9.5478162,57.9449625,63.3687089,56.5030268,32.9857153,3.9318369,13.2122629,71.212739,45.3136146,31.6743923,14.7150446,9.7366425,30.657747,4.5941389,37.9461132,4.1832371,0.9968769,1.0266205,9.550281,59.2336948,63.2514329,55.8166344,33.1242636,3.8970922,12.5098794,70.9130728,45.255776,31.857102,14.2610119,9.6437273,30.5590491,4.7258734,37.4997165,4.2856805
1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.117614,5.3148224,38.4849215,81.472461,77.5394364,79.6634061,18.9773798,37.321666,16.5300019,56.1788576,22.8798225,66.6698761,46.0433927,38.300359,77.2175736,5.1795001,37.8230318,22.2049731,5.2068641,5.4052183,39.6889626,80.4518326,77.4603065,78.8707894,17.3662988,35.8354907,15.9696853,56.0733632,22.4193867,67.0183788,47.372202,39.6530473,78.1766292,5.1088101,37.9807632,23.2443453,5.4711126,5.6294171,40.8985521,79.8454944,77.3556087,78.2278804,15.5853025,35.2532492,16.9517227,56.4326024,22.1973206,66.8134243,47.7744544,40.3493043,78.356822,5.1957241,37.515445,23.7898855
1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2068641,5.4052183,39.6889626,80.4518326,77.4603065,78.8707894,17.3662988,35.8354907,15.9696853,56.0733632,22.4193867,67.0183788,47.372202,39.6530473,78.1766292,5.1088101,37.9807632,23.2443453,5.4711126,5.6294171,40.8985521,79.8454944,77.3556087,78.2278804,15.5853025,35.2532492,16.9517227,56.4326024,22.1973206,66.8134243,47.7744544,40.3493043,78.356822,5.1957241,37.515445,23.7898855,5.5894416,5.7799016,41.9398392,79.6974691,77.3352751,77.7933369,14.889477,35.2909006,17.0759008,55.5460556,22.0533995,67.2696613,48.7889613,41.3837598,79.0753042,5.3671765,37.7106485,25.2555192
1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4711126,5.6294171,40.8985521,79.8454944,77.3556087,78.2278804,15.5853025,35.2532492,16.9517227,56.4326024,22.1973206,66.8134243,47.7744544,40.3493043,78.356822,5.1957241,37.515445,23.7898855,5.5894416,5.7799016,41.9398392,79.6974691,77.3352751,77.7933369,14.889477,35.2909006,17.0759008,55.5460556,22.0533995,67.2696613,48.7889613,41.3837598,79.0753042,5.3671765,37.7106485,25.2555192,5.6133522,5.8136242,42.6741155,80.0370662,76.1970492,77.1711103,14.0379194,36.5582571,17.0496316,54.6754157,21.0857548,68.02891,49.36338,42.2291842,80.1716881,5.1688857,38.2512581,26.433463
1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5894416,5.7799016,41.9398392,79.6974691,77.3352751,77.7933369,14.889477,35.2909006,17.0759008,55.5460556,22.0533995,67.2696613,48.7889613,41.3837598,79.0753042,5.3671765,37.7106485,25.2555192,5.6133522,5.8136242,42.6741155,80.0370662,76.1970492,77.1711103,14.0379194,36.5582571,17.0496316,54.6754157,21.0857548,68.02891,49.36338,42.2291842,80.1716881,5.1688857,38.2512581,26.433463,5.6221015,5.8415556,43.6875437,79.4352277,75.7050715,76.8642042,13.5649824,36.7127661,17.1336466,53.48847,20.078701,67.1929213,49.556158,42.9500452,80.4673945,5.1998342,38.893607,28.2654702
1678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6133522,5.8136242,42.6741155,80.0370662,76.1970492,77.1711103,14.0379194,36.5582571,17.0496316,54.6754157,21.0857548,68.02891,49.36338,42.2291842,80.1716881,5.1688857,38.2512581,26.433463,5.6221015,5.8415556,43.6875437,79.4352277,75.7050715,76.8642042,13.5649824,36.7127661,17.1336466,53.48847,20.078701,67.1929213,49.556158,42.9500452,80.4673945,5.1998342,38.893607,28.2654702,5.6490987,5.8566626,44.2402351,79.4260785,74.7402383,75.8350195,13.07584,38.8580058,17.9561188,53.4409075,19.4421954,66.9193691,49.9896059,43.5004189,81.0652853,5.2059152,38.927199,29.884759
1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6221015,5.8415556,43.6875437,79.4352277,75.7050715,76.8642042,13.5649824,36.7127661,17.1336466,53.48847,20.078701,67.1929213,49.556158,42.9500452,80.4673945,5.1998342,38.893607,28.2654702,5.6490987,5.8566626,44.2402351,79.4260785,74.7402383,75.8350195,13.07584,38.8580058,17.9561188,53.4409075,19.4421954,66.9193691,49.9896059,43.5004189,81.0652853,5.2059152,38.927199,29.884759,5.3419708,5.5110801,44.1045062,78.3365297,73.9894623,75.1368353,13.359704,37.652507,18.905945,53.213236,19.46018,65.954137,49.8637961,43.5142548,81.1957211,5.2278553,39.3029484,30.8237174
1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6490987,5.8566626,44.2402351,79.4260785,74.7402383,75.8350195,13.07584,38.8580058,17.9561188,53.4409075,19.4421954,66.9193691,49.9896059,43.5004189,81.0652853,5.2059152,38.927199,29.884759,5.3419708,5.5110801,44.1045062,78.3365297,73.9894623,75.1368353,13.359704,37.652507,18.905945,53.213236,19.46018,65.954137,49.8637961,43.5142548,81.1957211,5.2278553,39.3029484,30.8237174,5.4132701,5.578898,44.0669106,78.5530434,74.3817599,76.2121638,13.4013405,39.0208194,20.4185862,52.8183971,19.7994554,65.4809524,49.8197646,43.4584408,81.2756682,5.4286358,40.0489831,31.3720274
1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3419708,5.5110801,44.1045062,78.3365297,73.9894623,75.1368353,13.359704,37.652507,18.905945,53.213236,19.46018,65.954137,49.8637961,43.5142548,81.1957211,5.2278553,39.3029484,30.8237174,5.4132701,5.578898,44.0669106,78.5530434,74.3817599,76.2121638,13.4013405,39.0208194,20.4185862,52.8183971,19.7994554,65.4809524,49.8197646,43.4584408,81.2756682,5.4286358,40.0489831,31.3720274,5.0231954,5.1670668,42.6724924,78.9848291,74.7389577,76.5025919,12.938527,40.325773,20.8996763,52.7955517,20.0606697,66.0166848,48.8599758,42.6005644,82.0046363,5.4278159,40.3056625,32.1122954
1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4132701,5.578898,44.0669106,78.5530434,74.3817599,76.2121638,13.4013405,39.0208194,20.4185862,52.8183971,19.7994554,65.4809524,49.8197646,43.4584408,81.2756682,5.4286358,40.0489831,31.3720274,5.0231954,5.1670668,42.6724924,78.9848291,74.7389577,76.5025919,12.938527,40.325773,20.8996763,52.7955517,20.0606697,66.0166848,48.8599758,42.6005644,82.0046363,5.4278159,40.3056625,32.1122954,4.7761899,4.8990352,42.3768065,79.713586,75.4912147,76.7919906,13.3671626,40.9769653,21.7561756,54.1017161,20.1886595,66.2414936,48.0816497,42.0588964,82.0645642,5.8062329,40.7485888,32.5471658
1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0231954,5.1670668,42.6724924,78.9848291,74.7389577,76.5025919,12.938527,40.325773,20.8996763,52.7955517,20.0606697,66.0166848,48.8599758,42.6005644,82.0046363,5.4278159,40.3056625,32.1122954,4.7761899,4.8990352,42.3768065,79.713586,75.4912147,76.7919906,13.3671626,40.9769653,21.7561756,54.1017161,20.1886595,66.2414936,48.0816497,42.0588964,82.0645642,5.8062329,40.7485888,32.5471658,4.4657486,4.5565754,41.3514919,78.6676763,75.9381708,76.6533371,13.5602839,41.6864055,21.9811326,55.0117251,20.8061333,64.7795501,47.2253852,41.3577496,81.8906327,5.8362607,40.7256063,32.5256477
1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7761899,4.8990352,42.3768065,79.713586,75.4912147,76.7919906,13.3671626,40.9769653,21.7561756,54.1017161,20.1886595,66.2414936,48.0816497,42.0588964,82.0645642,5.8062329,40.7485888,32.5471658,4.4657486,4.5565754,41.3514919,78.6676763,75.9381708,76.6533371,13.5602839,41.6864055,21.9811326,55.0117251,20.8061333,64.7795501,47.2253852,41.3577496,81.8906327,5.8362607,40.7256063,32.5256477,4.2223245,4.3122952,39.5800475,79.7709137,77.1431215,75.7243058,13.6048588,43.2217011,21.9032499,55.6244856,21.1761039,64.9047238,46.4814386,40.2450901,82.1698396,5.8464254,40.4105968,32.1688878
1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4657486,4.5565754,41.3514919,78.6676763,75.9381708,76.6533371,13.5602839,41.6864055,21.9811326,55.0117251,20.8061333,64.7795501,47.2253852,41.3577496,81.8906327,5.8362607,40.7256063,32.5256477,4.2223245,4.3122952,39.5800475,79.7709137,77.1431215,75.7243058,13.6048588,43.2217011,21.9032499,55.6244856,21.1761039,64.9047238,46.4814386,40.2450901,82.1698396,5.8464254,40.4105968,32.1688878,3.9655751,4.0487171,37.4388329,79.5994246,76.0885321,76.3892571,13.5746764,41.3470321,21.8939404,55.2981855,22.0447251,65.5675713,44.724896,38.4748983,82.1704364,5.7718705,41.2122881,31.6666592
1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2223245,4.3122952,39.5800475,79.7709137,77.1431215,75.7243058,13.6048588,43.2217011,21.9032499,55.6244856,21.1761039,64.9047238,46.4814386,40.2450901,82.1698396,5.8464254,40.4105968,32.1688878,3.9655751,4.0487171,37.4388329,79.5994246,76.0885321,76.3892571,13.5746764,41.3470321,21.8939404,55.2981855,22.0447251,65.5675713,44.724896,38.4748983,82.1704364,5.7718705,41.2122881,31.6666592,3.7833942,3.8465101,36.9606401,79.9217805,76.9381182,76.4183436,13.5183548,43.497003,22.5146711,56.2556687,22.158114,65.9380917,42.8012976,37.0585125,82.8666337,6.0702466,41.1815976,31.4711928
1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9655751,4.0487171,37.4388329,79.5994246,76.0885321,76.3892571,13.5746764,41.3470321,21.8939404,55.2981855,22.0447251,65.5675713,44.724896,38.4748983,82.1704364,5.7718705,41.2122881,31.6666592,3.7833942,3.8465101,36.9606401,79.9217805,76.9381182,76.4183436,13.5183548,43.497003,22.5146711,56.2556687,22.158114,65.9380917,42.8012976,37.0585125,82.8666337,6.0702466,41.1815976,31.4711928,3.3462582,3.4323898,35.3690129,79.0504214,76.9016176,75.2128512,13.6183664,43.6034355,22.0428748,57.3704244,22.9975308,65.2971582,40.6531039,35.1533685,82.9196935,6.3507012,40.7333658,31.3530259
1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7833942,3.8465101,36.9606401,79.9217805,76.9381182,76.4183436,13.5183548,43.497003,22.5146711,56.2556687,22.158114,65.9380917,42.8012976,37.0585125,82.8666337,6.0702466,41.1815976,31.4711928,3.3462582,3.4323898,35.3690129,79.0504214,76.9016176,75.2128512,13.6183664,43.6034355,22.0428748,57.3704244,22.9975308,65.2971582,40.6531039,35.1533685,82.9196935,6.3507012,40.7333658,31.3530259,3.1686472,3.2633521,33.8709611,79.3537585,77.3494109,75.9972847,13.731124,44.9041817,22.0272428,57.7476953,22.9693067,65.1780476,38.5891611,33.3018676,82.7620385,6.6164411,39.8675762,30.2677887
1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3462582,3.4323898,35.3690129,79.0504214,76.9016176,75.2128512,13.6183664,43.6034355,22.0428748,57.3704244,22.9975308,65.2971582,40.6531039,35.1533685,82.9196935,6.3507012,40.7333658,31.3530259,3.1686472,3.2633521,33.8709611,79.3537585,77.3494109,75.9972847,13.731124,44.9041817,22.0272428,57.7476953,22.9693067,65.1780476,38.5891611,33.3018676,82.7620385,6.6164411,39.8675762,30.2677887,2.9619029,3.0658097,31.5501228,78.6968747,76.9083963,76.2633285,14.587539,46.6913782,21.4322926,58.3317212,23.6725673,64.0553594,36.4861234,31.3146491,82.7394515,6.3578211,38.2078139,29.4265123
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1686472,3.2633521,33.8709611,79.3537585,77.3494109,75.9972847,13.731124,44.9041817,22.0272428,57.7476953,22.9693067,65.1780476,38.5891611,33.3018676,82.7620385,6.6164411,39.8675762,30.2677887,2.9619029,3.0658097,31.5501228,78.6968747,76.9083963,76.2633285,14.587539,46.6913782,21.4322926,58.3317212,23.6725673,64.0553594,36.4861234,31.3146491,82.7394515,6.3578211,38.2078139,29.4265123,2.8161589,2.9158569,30.258934,80.5531501,77.7104605,76.3616622,14.5709635,46.6488855,22.2070092,58.1781365,23.7796528,65.0734972,35.0701198,29.9010225,83.1658979,6.7143282,38.4684157,28.5133051
1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9619029,3.0658097,31.5501228,78.6968747,76.9083963,76.2633285,14.587539,46.6913782,21.4322926,58.3317212,23.6725673,64.0553594,36.4861234,31.3146491,82.7394515,6.3578211,38.2078139,29.4265123,2.8161589,2.9158569,30.258934,80.5531501,77.7104605,76.3616622,14.5709635,46.6488855,22.2070092,58.1781365,23.7796528,65.0734972,35.0701198,29.9010225,83.1658979,6.7143282,38.4684157,28.5133051,2.5858963,2.6517668,29.3359254,79.2885081,77.0494901,78.1245877,14.9755079,46.3771189,22.5400888,58.3920191,24.6644552,64.8823276,33.4868465,28.6973715,82.7562465,6.6478666,39.1391094,26.9454459
1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8161589,2.9158569,30.258934,80.5531501,77.7104605,76.3616622,14.5709635,46.6488855,22.2070092,58.1781365,23.7796528,65.0734972,35.0701198,29.9010225,83.1658979,6.7143282,38.4684157,28.5133051,2.5858963,2.6517668,29.3359254,79.2885081,77.0494901,78.1245877,14.9755079,46.3771189,22.5400888,58.3920191,24.6644552,64.8823276,33.4868465,28.6973715,82.7562465,6.6478666,39.1391094,26.9454459,2.3214911,2.3833513,27.9369351,78.0617022,77.8838869,78.504568,14.8229092,48.13512,22.3240824,59.0996892,24.2639952,63.9134106,32.473468,27.8326372,82.6957817,6.7028548,38.5577443,25.4867804
1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5858963,2.6517668,29.3359254,79.2885081,77.0494901,78.1245877,14.9755079,46.3771189,22.5400888,58.3920191,24.6644552,64.8823276,33.4868465,28.6973715,82.7562465,6.6478666,39.1391094,26.9454459,2.3214911,2.3833513,27.9369351,78.0617022,77.8838869,78.504568,14.8229092,48.13512,22.3240824,59.0996892,24.2639952,63.9134106,32.473468,27.8326372,82.6957817,6.7028548,38.5577443,25.4867804,2.2082511,2.2489909,26.2843953,77.7747942,77.6959909,79.009789,15.0448313,47.4930813,22.3367053,57.9879237,24.4383635,63.2175213,31.4739553,26.8742078,82.2503289,6.7179779,38.4129574,23.718404
1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3214911,2.3833513,27.9369351,78.0617022,77.8838869,78.504568,14.8229092,48.13512,22.3240824,59.0996892,24.2639952,63.9134106,32.473468,27.8326372,82.6957817,6.7028548,38.5577443,25.4867804,2.2082511,2.2489909,26.2843953,77.7747942,77.6959909,79.009789,15.0448313,47.4930813,22.3367053,57.9879237,24.4383635,63.2175213,31.4739553,26.8742078,82.2503289,6.7179779,38.4129574,23.718404,1.763824,1.7776241,24.775405,78.8884048,78.1302323,80.1685639,15.1856466,48.8388259,22.5497727,58.0057744,24.7420579,63.3385485,29.7394306,25.1927686,81.9871394,6.4158711,37.7082073,21.3618588
1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2082511,2.2489909,26.2843953,77.7747942,77.6959909,79.009789,15.0448313,47.4930813,22.3367053,57.9879237,24.4383635,63.2175213,31.4739553,26.8742078,82.2503289,6.7179779,38.4129574,23.718404,1.763824,1.7776241,24.775405,78.8884048,78.1302323,80.1685639,15.1856466,48.8388259,22.5497727,58.0057744,24.7420579,63.3385485,29.7394306,25.1927686,81.9871394,6.4158711,37.7082073,21.3618588,1.6623786,1.6285729,24.3846415,78.3848657,77.3824989,79.3121428,15.7769971,47.4381558,22.2836754,58.8656796,26.2638898,62.1685637,28.8965471,24.482755,81.4991307,6.5377013,37.9542689,21.0416653
1696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.763824,1.7776241,24.775405,78.8884048,78.1302323,80.1685639,15.1856466,48.8388259,22.5497727,58.0057744,24.7420579,63.3385485,29.7394306,25.1927686,81.9871394,6.4158711,37.7082073,21.3618588,1.6623786,1.6285729,24.3846415,78.3848657,77.3824989,79.3121428,15.7769971,47.4381558,22.2836754,58.8656796,26.2638898,62.1685637,28.8965471,24.482755,81.4991307,6.5377013,37.9542689,21.0416653,1.3954956,1.3363958,23.346019,77.3320634,76.7495913,78.5787852,15.4386418,45.996551,21.8743195,58.5980706,26.9016719,62.7666312,28.0950971,23.6494029,81.0702602,6.383903,37.4546448,20.3412162
1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6623786,1.6285729,24.3846415,78.3848657,77.3824989,79.3121428,15.7769971,47.4381558,22.2836754,58.8656796,26.2638898,62.1685637,28.8965471,24.482755,81.4991307,6.5377013,37.9542689,21.0416653,1.3954956,1.3363958,23.346019,77.3320634,76.7495913,78.5787852,15.4386418,45.996551,21.8743195,58.5980706,26.9016719,62.7666312,28.0950971,23.6494029,81.0702602,6.383903,37.4546448,20.3412162,1.4163857,1.3549738,22.205524,74.9634365,74.7539021,78.3651655,15.7830247,44.8598329,21.4406711,59.0135367,27.3811179,61.2405023,27.1208137,22.7220711,80.3226787,6.191177,37.105574,19.9910662
1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3954956,1.3363958,23.346019,77.3320634,76.7495913,78.5787852,15.4386418,45.996551,21.8743195,58.5980706,26.9016719,62.7666312,28.0950971,23.6494029,81.0702602,6.383903,37.4546448,20.3412162,1.4163857,1.3549738,22.205524,74.9634365,74.7539021,78.3651655,15.7830247,44.8598329,21.4406711,59.0135367,27.3811179,61.2405023,27.1208137,22.7220711,80.3226787,6.191177,37.105574,19.9910662,1.3190257,1.2627437,20.6323939,75.8512771,74.4611923,78.1586451,15.4669508,45.3201223,21.8917677,59.6485154,26.9546019,60.5998575,25.6511425,21.4954537,80.0524524,6.1184615,35.5698397,19.5088153
